ident,name,type,country_code
PAP,Port Au Prince,VOR-DME,HT
A,Budapest,NDB,HU
A,Opera,NDB,HU
AO,Opera,NDB,HU
BKS,Bekes,VOR-DME,HU
BL,Budapest,NDB,HU
BR,Budapest,NDB,HU
BUD,Budapest,VOR-DME,HU
BUG,Bugac,VOR-DME,HU
C,Parduc,NDB,HU
C,Debrecen,NDB,HU
CP,Parduc,NDB,HU
D,Tokol,NDB,HU
DC,Debrecen,NDB,HU
DU,Tokol,NDB,HU
G,Szeged,NDB,HU
GYR,Gyor,VOR-DME,HU
HA,Budapest,NDB,HU
HM,Budapest,NDB,HU
JBR,Jaszbereny,NDB,HU
K,Tazar,NDB,HU
L,Budapest,NDB,HU
M,Budapest,NDB,HU
MNR,Monor,VOR-DME,HU
MOB,Taszar,TACAN,HU
N,Titan,NDB,HU
NCS,Nagycserkesz,NDB,HU
NT,Titan,NDB,HU
NYR,Nyiregyhaza,VOR,HU
O,Opera,NDB,HU
OA,Opera,NDB,HU
PC,Parduc,NDB,HU
PP,Pecs-Pogany,NDB,HU
PTB,Pusztaszabolcs,VOR-DME,HU
R,Budapest,NDB,HU
SAG,Sajohidveg,VOR-DME,HU
SME,Sarmellek,NDB,HU
SVR,Sagvar,VOR-DME,HU
T,Titan,NDB,HU
TN,Titan,NDB,HU
TPS,Tapiosap,VOR-DME,HU
V,Szentkiralyszabadja,NDB,HU
VR,Parduc,NDB,HU
VS,Szentkiralyszabadja,NDB,HU
XNB,Kaposvar,NDB,HU
Y,Nyiregyhaza,NDB,HU
ZG,Szeged,NDB,HU
AA,Atambua,NDB,ID
AD,Rengat,NDB,ID
AG,Aek Godang,NDB,ID
AK,Astra Kesetra,NDB,ID
AL,Halim Perdanakusuma,NDB,ID
AM,Amahai,NDB,ID
AMN,Ambon,VOR-DME,ID
ANY,Achmad Yani,VOR-DME,ID
AR,Iswahyudi,NDB,ID
AS,Sanana,NDB,ID
AS,Atang Senjaya,NDB,ID
AT,Pontianak,NDB,ID
BA,Blora,NDB,ID
BAC,Banda Aceh,VOR-DME,ID
BB,Bau Bau,NDB,ID
BD,Muara Badak,NDB,ID
BDM,Banjarmasin,VOR-DME,ID
BE,Mangkajang,NDB,ID
BG,Bontang,NDB,ID
BI,Bintuni,NDB,ID
BIK,Biak,VOR-DME,ID
BK,Buntok,NDB,ID
BKL,Bengkulu,VOR-DME,ID
BL,Buli,NDB,ID
BLI,Bali,VOR-DME,ID
BN,Banda Naera,NDB,ID
BND,Bandung,VOR-DME,ID
BPN,Balikpapan,VOR-DME,ID
BR,Batu Raja,NDB,ID
BTM,Batam,VOR-DME,ID
BTO,Budiarto,VOR-DME,ID
BU,Bunyu,NDB,ID
BU,Pulua Batu,NDB,ID
BW,Bajawa,NDB,ID
CA,Cirebon,NDB,ID
CB,Pondok Cabe,NDB,ID
CKG,Cengkareng,VOR-DME,ID
CLP,Cilacap,VOR-DME,ID
CU,Cepu,NDB,ID
DF,Kasiguncu,NDB,ID
DKI,Jakarta,VOR-DME,ID
DM,Dumai,NDB,ID
DO,Dobo,NDB,ID
ED,Ende,NDB,ID
FA,Fak Fak,NDB,ID
FK,Palangkaraya,NDB,ID
GA,Mataram,NDB,ID
GI,Nias,NDB,ID
GL,Galela,NDB,ID
GN,Gunung Sekip,NDB,ID
GTL,Gorontalo,VOR-DME,ID
HLM,Halim Perdanakusuma,VOR-DME,ID
IMU,Indramayu,VOR-DME,ID
IR,Kisar,NDB,ID
IWY,Iswahyudi,TACAN,ID
JMB,Jambi,VOR-DME,ID
JOG,Yogyakarta,VOR-DME,ID
JPA,Jayapura,VOR-DME,ID
KC,Kerinci,NDB,ID
KDI,Kendari,VOR-DME,ID
KJ,Karimunjawa,NDB,ID
KM,Kalimaru,NDB,ID
KMI,Indo Muro Kencana,NDB,ID
KP,Ketapang,NDB,ID
KPG,Kupang,VOR-DME,ID
KTP,Ketapang,VOR-DME,ID
KU,Kuabang,NDB,ID
LA,Bula,NDB,ID
LB,Labuhan Bajo,NDB,ID
LH,Labuha,NDB,ID
LK,Bubung,NDB,ID
LL,Senipah,NDB,ID
LN,Long Bawang,NDB,ID
LN,Larantuka,NDB,ID
LO,Long Apung,NDB,ID
LS,Lhok Sukon,NDB,ID
LU,Lubuk Linggau,NDB,ID
LW,Lawang,NDB,ID
LW,Malikus Saleh,NDB,ID
MA,Masamba,NDB,ID
MD,Manado,NDB,ID
MDN,Medan,VOR-DME,ID
ME,Mangole,NDB,ID
MG,Melangguane,NDB,ID
MH,Meulaboh,NDB,ID
MHI,Masalembo,NDB,ID
MI,Mali,NDB,ID
MK,Matak,NDB,ID
MK,Pongtiku,NDB,ID
MKB,Minangkabau,VOR-DME,ID
MKE,Merauke,VOR-DME,ID
MKS,Hasanuddin,VOR-DME,ID
ML,Malang,NDB,ID
MN,Muna,NDB,ID
MNO,Manado,VOR-DME,ID
MO,Muko Muko,NDB,ID
MOF,Maumere,VOR-DME,ID
MP,Sumenep,NDB,ID
MR,Kaburau,NDB,ID
MTM,Mataram,VOR-DME,ID
MU,Mamuju,NDB,ID
MW,Muara Tewe,NDB,ID
MWB,Manado,VOR-DME,ID
NA,Namlea,NDB,ID
NBR,Nabire,VOR-DME,ID
ND,Tanjung Pandan,NDB,ID
NE,Singkep,NDB,ID
NF,Singkawang,NDB,ID
NH,Nanga Pinoh,NDB,ID
NI,Kendari,NDB,ID
NIS,Nias,VOR-DME,ID
NMA,Bima,VOR-DME,ID
NN,Gorontalo,NDB,ID
NO,Maumere,NDB,ID
NQ,Sumbawa,NDB,ID
NR,Waingapu,NDB,ID
NW,Pekanbaru,NDB,ID
NW,Nusawiru,NDB,ID
NX,Jambi,NDB,ID
NY,Warukin,NDB,ID
NZ,Banda Aceh,NDB,ID
OC,Semarang,NDB,ID
OF,Yogyakarta,NDB,ID
OH,Ambon,NDB,ID
OI,Pangkal Pinang,NDB,ID
OJ,Hasanuddin,NDB,ID
OK,Kupang,NDB,ID
OL,Balikpapan,NDB,ID
ON,Medan,NDB,ID
OP,Palu,NDB,ID
OQ,Padang,NDB,ID
OR,Bali,NDB,ID
OT,Tarakan,NDB,ID
OU,Banjarmasin,NDB,ID
OW,Palembang,NDB,ID
OX,Morotai,NDB,ID
OY,Bandung,NDB,ID
PA,Pomala,NDB,ID
PAL,Palu,VOR-DME,ID
PB,Bengkulu,NDB,ID
PB,Pangsuma,NDB,ID
PD,Pendopo,NDB,ID
PDG,Padang,VOR-DME,ID
PG,Penggung,NDB,ID
PGN,Pagerungan,NDB,ID
PKN,Pangkalan Bun,VOR-DME,ID
PKP,Pangkal Pinang,VOR-DME,ID
PKU,Pekanbaru,VOR-DME,ID
PKY,Tjilik Riwut,VOR-DME,ID
PLB,Palembang,VOR-DME,ID
PMA,Pattimura,VOR-DME,ID
PN,Manado,NDB,ID
PNK,Pontianak,VOR-DME,ID
PO,Bima,NDB,ID
PP,Pasir Pangarayan,NDB,ID
PW,Purwakarta,NDB,ID
RE,Namrole,NDB,ID
RG,Ruteng,NDB,ID
RN,Ranai,NDB,ID
SA,Soroako,NDB,ID
SA,Sangata,NDB,ID
SBR,Surabaya,VOR-DME,ID
SG,Susilo,NDB,ID
SG,Sinabang,NDB,ID
SG,Tanah Grogot,NDB,ID
SI,Sarmi,NDB,ID
SIX,Pinang Sore,VOR-DME,ID
SK,Pinang Sore,NDB,ID
SL,Selayar,NDB,ID
SLO,Solo,VOR-DME,ID
SM,Saumlaki,NDB,ID
SN,Stagen,NDB,ID
SO,Solo,NDB,ID
SOG,Sorong,VOR-DME,ID
SP,Sampit,NDB,ID
SP,Sei pPkning,NDB,ID
SP,Ramba,NDB,ID
TA,Tahuna,NDB,ID
TF,Bandar Lampung,NDB,ID
TG,Tanjung Balai,NDB,ID
TG,Temindung,NDB,ID
TG,Tiong Ohong,NDB,ID
TI,Tanjung Pinang,NDB,ID
TKG,Bandar Lampung,VOR-DME,ID
TL,Dumatubin,NDB,ID
TMK,Timika,VOR-DME,ID
TN,Tangerang,NDB,ID
TO,Toli-Toli,NDB,ID
TP,Tapak Tuan,NDB,ID
TPG,Tanjung Pinang,VOR-DME,ID
TPN,Tanjung Pandan,VOR-DME,ID
TR,Ternate,NDB,ID
TRK,Tarakan,VOR-DME,ID
TT,Santan,NDB,ID
TU,Tardanu,NDB,ID
WK,Waikabubak,NDB,ID
WR,Surabaya,NDB,ID
WW,Palembang,NDB,ID
ZF,Timika,NDB,ID
ZG,Waghete,NDB,ID
ZH,Tanah Merah,NDB,ID
ZI,Teminabuan,NDB,ID
ZM,Biak,NDB,ID
ZN,Jayapura,NDB,ID
ZO,Sorong,NDB,ID
ZP,Merauke,NDB,ID
ZQ,Manokwari,NDB,ID
ZR,Nabire,NDB,ID
ZU,Serui,NDB,ID
ZV,Kaimana,NDB,ID
ZW,Wamena,NDB,ID
ZX,Oksibil,NDB,ID
BAL,Baldonnel,VOR-DME,IE
CFN,Donegal,NDB,IE
CML,Clonmel,NDB,IE
CON,Connaught,VOR-DME,IE
CRK,Cork,VOR-DME,IE
CRN,Galway,NDB,IE
DAP,Dublin,VOR-DME,IE
DUB,Dublin,VOR-DME,IE
ENS,Ennis,NDB,IE
FOY,Foynes,NDB,IE
GAR,Garristown,NDB,IE
GMN,Gormanston,NDB-DME,IE
ID,Dublin,DME,IE
KER,Kerry,NDB,IE
KLY,Killiney,NDB,IE
KNK,Connaught,NDB,IE
OE,Dublin,NDB,IE
OK,Connaught,NDB,IE
OP,Op,NDB,IE
RSH,Rush,NDB,IE
SHA,Shannon,VOR-DME,IE
SLG,Sligo,NDB-DME,IE
WST,Weston,VOR-DME,IE
WTD,Waterford,NDB,IE
BGN,Ben Gurion,VOR-DME,IL
BSA,Beer-Sheba,VOR,IL
HFA,Haifa,NDB,IL
HRZ,Herzlia,NDB,IL
LL,Tel Aviv,NDB,IL
LOT,Eilot,VOR-DME,IL
MZD,Metzada,VOR-DME,IL
NAT,Natania,VOR-DME,IL
OVD,Ovda,VOR-DME,IL
ROP,Rosh Pina,VOR-DME,IL
TAV,Sde Dov,NDB,IL
ZFR,Zofar,VOR-DME,IL
CAR,Carnane,NDB,IM
IOM,Isle Of Man,VOR-DME,IM
AAE,Ahmedabad,VOR-DME,IN
AAR,Amritsar,VOR-DME,IN
AAT,Agartala,VOR-DME,IN
AAU,Aurangabad,VOR-DME,IN
AGG,Agra,VOR-DME,IN
AH,Ahmedabad,NDB,IN
ALI,Aligarh,VOR-DME,IN
AP,Allahabad,NDB,IN
AT,Agatti,NDB-DME,IN
AZ,Aizawl,NDB,IN
BBB,Mumbai,VOR-DME,IN
BBD,Bagdogra,VOR-DME,IN
BBG,Bangalore,VOR-DME,IN
BBI,Bellary,VOR-DME,IN
BBJ,Bhuj,VOR-DME,IN
BBM,Belgaum,VOR-DME,IN
BBN,Varanasi,VOR-DME,IN
BBS,Bhubaneshwar,VOR-DME,IN
BBZ,Vijayawada,VOR-DME,IN
BNR,Bhuntar,NDB,IN
BPL,Bhopal,VOR-DME,IN
BPN,Barapani,VOR-DME,IN
BR,Bidar,NDB,IN
BR,Barapani,NDB,IN
BVR,Bhavnagar,VOR-DME,IN
BY,Bareilly,NDB,IN
CA,Cochin Intl,NDB,IN
CA,Kolkata,NDB,IN
CC,Cochin,NDB,IN
CCB,Coimbatore,VOR-DME,IN
CCN,Cochin,VOR-DME,IN
CEA,Kolkata,VOR-DME,IN
CHG,Chandigarh,VOR-DME,IN
CHI,Chillerki,VOR-DME,IN
CI,Cochin Intl,NDB,IN
CIA,Cochin Intl,VOR-DME,IN
CIB,Cochin Intl,VOR-DME,IN
CLC,Calicut,VOR-DME,IN
CN,Carnicobar,NDB,IN
CO,Cooch Behar,NDB,IN
DG,Dundigul,NDB,IN
DH,Delhi,NDB,IN
DMR,Dimapur,VOR-DME,IN
DP,Delhi,NDB,IN
DPN,Delhi,VOR-DME,IN
DRG,Dibrugarh,VOR-DME,IN
DU,Kolkata,NDB,IN
FSG,Fursatganj,VOR-DME,IN
GGB,Gulbarga,VOR-DME,IN
GGC,Gaya,VOR-DME,IN
GGO,Goa,VOR-DME,IN
GGT,Guwahati,VOR-DME,IN
GH,Gorakhpur,NDB,IN
GJ,Gwalior,NDB,IN
GO,Goa,NDB,IN
GWA,Gwalior,VOR-DME,IN
HB,Hubli,NDB,IN
HHY,Hyderabad,VOR-DME,IN
HW,Pantnagar,NDB,IN
IID,Indore,VOR-DME,IN
IIM,Imphal,VOR-DME,IN
JA,Jammu,NDB,IN
JAL,Jalalabad,VOR-DME,IN
JG,Dehradun,NDB,IN
JH,Jharsuguda,NDB,IN
JHT,Jorhat,VOR-DME,IN
JJB,Jabalpur,VOR-DME,IN
JJO,Jodhpur,VOR-DME,IN
JJP,Jaipur,VOR-DME,IN
JJS,Jamshedpur,VOR-DME,IN
JJU,Jammu,VOR-DME,IN
JMR,Jamnagar,VOR-DME,IN
KA,Kanpur Chakeri,NDB,IN
KD,Kandla,NDB,IN
KG,Kishanganj,NDB,IN
KH,Katihar,NDB,IN
KKJ,Khajuraho,VOR-DME,IN
KKP,Kancheepuram,VOR-DME,IN
KKU,Silchar,VOR-DME,IN
KL,Akola,NDB,IN
KM,Kamalpur,NDB,IN
KM,Khamampet,NDB,IN
KN,Kangra,NDB,IN
KO,Kota,NDB,IN
KP,Kolhapur,NDB,IN
KR,Kailashahar,NDB,IN
KS,Keshod,NDB,IN
LA,Leh,NDB,IN
LBR,Lilabari,VOR-DME,IN
LD,Ludhiana,NDB,IN
LEH,Leh,VOR-DME,IN
LKA,Esdem,VOR-DME,IN
LLK,Lucknow,VOR-DME,IN
LLP,Lengpui,VOR-DME,IN
LM,Delhi,NDB,IN
LU,Udaipur,NDB,IN
LUN,Mabor,VOR-DME,IN
MA,Chennai,NDB,IN
MDI,Madurai,VOR-DME,IN
MML,Mangalore,VOR-DME,IN
MMV,Chennai,VOR-DME,IN
NNP,Nagpur,VOR-DME,IN
NR,Lilabari,NDB,IN
OM,Pondicherry,NDB,IN
PK,Pathankot,NDB,IN
PL,Delhi,NDB,IN
PO,Pune,NDB,IN
PPB,Port Blair,VOR-DME,IN
PPT,Patna,VOR-DME,IN
PR,Porbandar,NDB,IN
PRA,Pratapgarh,VOR-DME,IN
PUN,Pune,VOR-DME,IN
QQZ,Vadodara,VOR-DME,IN
RKT,Rajkot,VOR-DME,IN
RRC,Ranchi,VOR-DME,IN
RRP,Raipur,VOR-DME,IN
RY,Rajahmundry,NDB,IN
SAI,Sri Sathya Sai,NDB,IN
SAM,Sampla,VOR-DME,IN
SG,Songarh,NDB,IN
SH,Simla,NDB,IN
SKA,Sakaras,VOR-DME,IN
SNG,Srinagar,VOR-DME,IN
SP,Sarsawa,NDB,IN
SSB,Sikandrabad,VOR-DME,IN
SU,Surat,NDB,IN
TEZ,Tezpur,VOR-DME,IN
TJ,Teju,NDB,IN
TK,Tarkeshwar,NDB,IN
TRR,Reengus/Asovo,NDB,IN
TTP,Tirupati,VOR-DME,IN
TTR,Tiruchirappalli,VOR-DME,IN
TU,Tuticorin,NDB,IN
TVM,Trivandrum,VOR-DME,IN
UUD,Udaipur,VOR-DME,IN
VB,Vikarabad,NDB,IN
VVZ,Vishakhapatnam,VOR-DME,IN
VZ,Vishakhapatnam,NDB,IN
WSM,Washim,VOR,IN
YH,Yelahanka,NDB,IN
NDG,Diego Garcia,NDB,IO
NKW,Diego Garcia,TACAN,IO
BAP,Baghdad,TACAN,IQ
BAR,Basrah,TACAN,IQ
BGD,Baghdad,VOR,IQ
BLD,Balad,VORTAC,IQ
BSR,Basrah,VOR-DME,IQ
KRK,Kirkuk,TACAN,IQ
MAA,Al Asad,TACAN,IQ
MAT,Al Taqaddum,TACAN,IQ
QYW,Qayyarah West,TACAN,IQ
SUL,Sulaymaniyah,VOR,IQ
TAJI,Taji,NDB,IQ
TAL,Tallil,TACAN,IQ
TKT,Al Sahra,NDB,IQ
AA,Aliabad,NDB,IR
ABD,Abadan,VOR-DME,IR
ABM,Abumusa Island,NDB,IR
AJ,Aghajari,NDB,IR
ANK,Anarak,VOR-DME,IR
ARB,Ardabil,VOR-DME,IR
ARK,Arak,NDB,IR
ASL,Asaloyeh,NDB,IR
AWZ,Ahwaz,VOR-DME,IR
BAM,Bam,VOR-DME,IR
BJD,Birjand,VOR-DME,IR
BJD,Birjand,NDB,IR
BND,Bandar Abbass,TACAN,IR
BND,Bandar Abbass,VOR-DME,IR
BRD,Bojnord,VOR-DME,IR
BUZ,Bushehr,TACAN,IR
CBH,Chah Bahar,VORTAC,IR
DAR,Darband,VOR-DME,IR
DHN,Dehnamak,VOR-DME,IR
DNZ,Dasht-E-Naz,VOR-DME,IR
DZF,Dezful,TACAN,IR
DZF,Dezful,NDB,IR
ESH,Shahid Vatan Pour,NDB,IR
FSA,Fasa,NDB,IR
GGN,Gorgan,VOR-DME,IR
GSN,Gachsaran,NDB,IR
HAB,Hamadan Mil,VORTAC,IR
HAM,Hamadan,VOR-DME,IR
HSA,Hesa,NDB-DME,IR
IFN,Esfahan,TACAN,IR
IKA,Imam Khomeini,VOR-DME,IR
ILM,Ilam,VOR-DME,IR
ISN,Esfahan,VOR-DME,IR
ISR,Iran Shahr,VOR-DME,IR
JAM,Jam,VOR-DME,IR
JIR,Jiroft,NDB,IR
JRM,Jahrom,NDB,IR
JSK,Jask,TACAN,IR
KAZ,Kahrizak,NDB,IR
KER,Kerman,TACAN,IR
KER,Kerman,VOR-DME,IR
KHG,Khark Island,VOR-DME,IR
KHM,Dayrestan,NDB-DME,IR
KHY,Khoy,NDB,IR
KIH,Kish Island,TACAN,IR
KIS,Kish Island,VOR-DME,IR
KLH,Kalaleh,NDB,IR
KMS,Kermanshah,VOR-DME,IR
KRD,Khoram Abad,VOR-DME,IR
KRD,Khoram Abad,NDB,IR
KSH,Kermanshah,TACAN,IR
LAM,Lamerd,VOR-DME,IR
LAR,Lar,VOR-DME,IR
LEN,Bandar Lengeh,VOR-DME,IR
LVA,Lavan Island,VOR-DME,IR
MAH,Mahshahr,VOR-DME,IR
MAL,Malayer,VOR-DME,IR
MIS,Masjed Soleiman,NDB,IR
MM,Parsabade Moghan,NDB,IR
MSD,Mashhad,TACAN,IR
MSD,Mashhad,NDB,IR
NSR,Noshahr,NDB-DME,IR
OMD,Omidiyeh,VORTAC,IR
PAD,Parsabade Moghan,NDB,IR
PIM,Payam,VOR-DME,IR
PRG,Persian Gulf,NDB,IR
RAF,Rafsanjan,NDB-DME,IR
RSR,Ramsar,NDB-DME,IR
RST,Rasht,VOR-DME,IR
RUS,Rudeshur,NDB,IR
SAV,Saveh,NDB-DME,IR
SBZ,Sabzevar,VOR-DME,IR
SHD,Sahand,NDB-DME,IR
SHR,Shahroud,NDB,IR
SIR,Sirri Island,VOR-DME,IR
SKD,Shahre Kord,VOR-DME,IR
SNJ,Sanandaj,VOR-DME,IR
SR,Shiraz Shahid Dastghaib,NDB,IR
SRJ,Sirjan,VOR-DME,IR
SRN,Saravan,NDB,IR
SRS,Sarakhs,NDB,IR
SYZ,Shiraz Shahid Dastghaib,TACAN,IR
TBS,Tabas,NDB-DME,IR
TBZ,Tabriz,VORTAC,IR
THR,Tehran,TACAN,IR
TRN,Tehran,VOR-DME,IR
UMH,Uromiyeh,VOR-DME,IR
VR,Varamin,NDB,IR
YSJ,Yasouj,NDB-DME,IR
YZD,Yazd Shahid Sadooghi,TACAN,IR
YZD,Yazd Shahid Sadooghi,VOR-DME,IR
ZAH,Zahedan,TACAN,IR
ZAJ,Zanjan,VORTAC,IR
ZAJ,Zanjan,NDB,IR
ZAL,Zabol,NDB,IR
ZDN,Zahedan,VOR-DME,IR
AKI,Akureyri,VOR-DME,IS
AR,Akureyri,NDB,IS
BL,Blonduos,NDB,IS
BR,Breidavad,NDB,IS
DA,Dalatangi,NDB,IS
DO,Djupivogur,NDB,IS
EL,Ellidavatn,NDB,IS
ES,Egilsstadir,NDB,IS
GA,Gardur,NDB,IS
GF,Grof,NDB,IS
GJ,Gjogur,NDB,IS
GR,Grimsey,NDB,IS
HA,Hofsa,NDB,IS
HE,Hegranes,NDB,IS
HJ,Hjalteyri,NDB,IS
HK,Holmavik,NDB,IS
HL,Helgafell,NDB,IS
HN,Hornafjordur,NDB,IS
HV,Hvammur,NDB,IS
ING,Ingo,VOR-DME,IS
IOG,Ogur,DME,IS
IS,Isafjordur,NDB,IS
KEF,Keflavik,VORTAC,IS
KF,Keflavik,NDB,IS
LA,Langholt,NDB,IS
NB,Botn,NDB,IS
NF,Nordfjordur,NDB,IS
OK,Oscar Kilo,NDB,IS
PA,Patreksfjordur,NDB,IS
RA,Raufarhofn,NDB,IS
RE,Reykjanesskoli,NDB,IS
RF,Rif,NDB,IS
RH,Reykholt,NDB,IS
RK,Reykjavik,NDB,IS
SA,Skagi,NDB,IS
SB,Selardalur,NDB,IS
SE,Selfoss,NDB,IS
SL,Svinafell,NDB,IS
SU,Stykkisholmur,NDB,IS
TN,Thorshofn,NDB,IS
TO,Torfur,NDB,IS
VA,Vad,NDB,IS
VM,Vestmannaeyjar,NDB,IS
ABN,Albenga,NDB,IT
AHO,Alghero,TACAN,IT
ALB,Albenga,VOR-DME,IT
ALG,Alghero,VORTAC,IT
AME,Amendola,NDB,IT
ANC,Ancona,VOR-DME,IT
ARB,Tortoli,NDB,IT
AVI,Aviano,TACAN,IT
AVI,Aviano,NDB,IT
BAR,Bari,VOR-DME,IT
BEG,BERGAMO,VOR-DME,IT
BLA,Biella Cerrione,VOR-DME,IT
BOA,Bologna,VOR-DME,IT
BOA,Bologna,NDB,IT
BOL,Bolsena,VORTAC,IT
BPL,Bari,NDB,IT
BRD,Brindisi,VORTAC,IT
BSA,Montichiari,VOR-DME,IT
BZO,Bolzano,NDB,IT
CAG,Cagliari,VOR-DME,IT
CAG,Cagliari,NDB,IT
CAM,Cameri,TACAN,IT
CAM,Cameri,NDB,IT
CAR,Carbonara,VOR-DME,IT
CAS,Caselle,TACAN,IT
CAS,Caselle,NDB,IT
CAT,Catania,VOR-DME,IT
CDC,Caraffa,VORTAC,IT
CEV,Cervia,TACAN,IT
CEV,Cervia,NDB,IT
CHI,Chioggia,VOR-DME,IT
CIA,Ciampino,NDB,IT
CMO,Camogli,NDB,IT
CMP,Campagnano,VOR-DME,IT
COD,Codogno,NDB,IT
CRN,Crotone,VOR-DME,IT
CSL,Caselle,VOR-DME,IT
CTF,Catania Fontanarossa,VOR-DME,IT
DEC,Decimomannu,TACAN,IT
DEC,Decimomannu,NDB,IT
ELB,Elba,VORTAC,IT
FAL,Falconara,TACAN,IT
FAL,Falconara,NDB,IT
FE,Fiumicino,NDB,IT
FER,Ferrara,NDB,IT
FN,Fiumicino,NDB,IT
FOG,Foggia,VOR,IT
FOR,Forli,NDB,IT
FRS,Frosinone,VOR-DME,IT
FRZ,Firenze,VORTAC,IT
FW,Fiumicino,NDB,IT
GAZ,Gazoldo,NDB,IT
GEN,Genova,VOR-DME,IT
GHE,Ghedi,TACAN,IT
GIO,Gioia Del Colle,TACAN,IT
GRA,Grazzanise,TACAN,IT
GRO,Grosseto,TACAN,IT
GRO,Grosseto,NDB,IT
GRT,Grottaglie,NDB,IT
GUI,Guidonia,NDB,IT
ISA,Istrana,TACAN,IT
ISA,Istrana,NDB,IT
LAT,Latina,VOR-DME,IT
LCC,Lecce,VORTAC,IT
LEV,Levaldigi,NDB,IT
LIN,Linate,VOR-DME,IT
LIN,Linate,NDB,IT
LMT,Lamezia Terme,VOR-DME,IT
LPD,Lampedusa,VOR-DME,IT
MAL,Malpensa,VOR-DME,IT
MAL,Malpensa,NDB,IT
MNL,Amendola,TACAN,IT
NOV,Novara,NDB,IT
NPC,Napoli Capodochino,DME,IT
NSY,Navy Sigonella,TACAN,IT
ORI,Orio Al Serio,NDB,IT
ORT,Ortanova,TACAN,IT
OST,Ostia,VOR-DME,IT
OZE,Bolzano,VOR-DME,IT
PAL,Palermo,VOR-DME,IT
PAN,Pantelleria,VOR-DME,IT
PAR,Parma,NDB,IT
PDV,Padova,NDB,IT
PED,Perdasdefogu,TACAN,IT
PES,Pescara,VOR-DME,IT
PIA,Piacenza,TACAN,IT
PIA,Piacenza,NDB,IT
PIN,Pisa,TACAN,IT
PIS,Pisa,VOR-DME,IT
PIS,Pisa,NDB,IT
PNZ,Ponza,VORTAC,IT
POM,Pomigliano,VOR-DME,IT
PRA,Pratica Di Mare,NDB,IT
PRS,Raisi,VOR-DME,IT
PRT,Peretola,VOR-DME,IT
PRU,Perugia,VOR-DME,IT
RCA,Reggio Calabria,VOR-DME,IT
RCA,Reggio Calabria,NDB,IT
RCH,Ronchi,VOR-DME,IT
RIM,Rimini,VORTAC,IT
RIM,Rimini,NDB,IT
RIV,Rivolto,TACAN,IT
RIV,Rivolto,NDB,IT
RMG,Romagnano,NDB,IT
ROM,Roma,VOR-DME,IT
RON,Ronchi,NDB,IT
SAZ,Sarzana,TACAN,IT
SES,Genova Sestri,VOR-DME,IT
SIE,Siena,VOR-DME,IT
SIG,Sigonella,TACAN,IT
SME,Olbia Costa Smeralda,VOR-DME,IT
SOR,Sorrento,VOR-DME,IT
SRN,Saronno,VOR-DME,IT
TAQ,Tarquinia,VOR-DME,IT
TEA,Teano,VOR-DME,IT
TES,Tessera,VOR-DME,IT
TOP,Torino,VOR-DME,IT
TPR,Pratica Di Mare,TACAN,IT
TRE,Treviso,NDB,IT
TRP,Trapani,VORTAC,IT
TZO,Trezzo,VOR-DME,IT
URB,Urbe,NDB,IT
VEN,Venezia,NDB,IT
VIB,Viterbo,NDB,IT
VIC,Vicenza,VOR-DME,IT
VIE,Vieste,VOR-DME,IT
VIL,Villafranca,VORTAC,IT
VIL,Villafranca,NDB,IT
VOG,Voghera,VOR-DME,IT
JSY,Jersey,VOR-DME,JE
KIN,Kingston,NDB,JM
MBJ,Montego Bay,NDB,JM
MLY,Manley,VOR-DME,JM
SIA,Sangster,VOR-DME,JM
AMN,Amman,VOR-DME,JO
AQA,Aqaba,NDB,JO
AQB,Aqaba,VOR-DME,JO
AQC,Aqaba,NDB,JO
JYO,Amman,NDB,JO
JYT,Qatraneh,NDB,JO
MDB,Queen Alia,NDB,JO
QA,Queen Alia,NDB,JO
QAA,Queen Alia,VOR-DME,JO
QL,Queen Alia (Locator),NDB,JO
QTR,Qatraneh,VOR-DME,JO
AHT,Ashiya,TACAN,JP
AJE,Awaji,VOR-DME,JP
AK,Akeno,NDB,JP
AKE,Amakusa,VOR-DME,JP
AKT,Akeno,TACAN,JP
ALC,Amami,VORTAC,JP
AME,Kasari,VOR-DME,JP
AN,Aguni,NDB,JP
ATE,Akita,VOR-DME,JP
AWE,Asahikawa,VOR-DME,JP
AY,Kumagaya,NDB,JP
BTE,Batoh,VOR-DME,JP
CA,Kamigoto,NDB,JP
CBE,Chubu,VOR-DME,JP
CHE,Chitose,VOR-DME,JP
CI,Chichijima,NDB,JP
CU,Otsu,NDB,JP
CUE,Otsu,VOR-DME,JP
CVC,Choshi,VORTAC,JP
DF,Zama,NDB,JP
DGC,Fukuoka,VORTAC,JP
FKE,Fukushima,VOR-DME,JP
FMT,Hofu,TACAN,JP
FO,Fukuoka,NDB,JP
FQ,Fukui,NDB,JP
FUE,Fukue,VOR-DME,JP
GBE,Goboh,VOR-DME,JP
GFT,Gifu,TACAN,JP
GKE,Ishigaki,VOR-DME,JP
GOC,Daigo,VORTAC,JP
GTC,Niigata,VORTAC,JP
HCE,Hachijojima,VOR-DME,JP
HGE,Hongo,VOR-DME,JP
HK,Kagoshima,NDB,JP
HKC,Kagoshima,VORTAC,JP
HKE,Hokuso,VOR-DME,JP
HME,Haneda,VOR-DME,JP
HPE,Hanamaki,VOR-DME,JP
HR,Hateruma,NDB,JP
