ident,name,type,country_code
TKL,Takhli,TACAN,TH
TL,Takhli,NDB,TH
TRN,Trang,VOR-DME,TH
TRT,Trat,NDB-DME,TH
UBL,Ubon,TACAN,TH
UBL,Ubon,VOR-DME,TH
UDN,Udon,TACAN,TH
UDN,Udon,VOR-DME,TH
UP,U Taphao,NDB,TH
WN,Watthana Nakhon,NDB,TH
CG,Kulyab,NDB,TJ
DNB,Dushanbe,VOR-DME,TJ
FN,Dushanbe,NDB,TJ
HD,Khudzhand,NDB,TJ
HU,Dangara,NDB,TJ
HV,Khudzhand,NDB,TJ
JD,Fayzabad,NDB,TJ
PF,Ura Tyube,NDB,TJ
PR,Oktyabrsky,NDB,TJ
SX,Pugus,NDB,TJ
WG,Dushanbe,NDB,TJ
NK,Nukunonu,NDB,TK
DIL,Dili,VOR-DME,TL
KO,Dili,NDB,TL
AD,Ashgabat,NDB,TM
ASB,Ashgabat,VOR-DME,TM
CO,Turkmenbashi,NDB,TM
GH,Ashgabat,NDB,TM
KRS,Turkmenbashi,VOR-DME,TM
LBA,Turkmenabat,VOR-DME,TM
MP,Mary,NDB,TM
NQ,Turkmenabat,NDB,TM
NS,Mary,NDB,TM
PQ,Ashgabat,NDB,TM
RJ,Serdar,NDB,TM
RP,Dashoguz,NDB,TM
UT,Turkmenabat,NDB,TM
VH,Dashoguz,NDB,TM
WZ,Turkmenbashi,NDB,TM
ART,Rize-Artvin,VOR-DME,TN
BAN,Sidi Ben Aoun,VOR,TN
BC,Cap Blanc,NDB,TN
BIZ,Bizerte,VOR-DME,TN
CBN,Cap Bon,VOR,TN
EBA,El Borma,VOR,TN
GAB,Gabes,VOR-DME,TN
GAF,Gafsa,VOR-DME,TN
JBA,Djerba,VOR-DME,TN
JER,Zarzis,NDB,TN
KDN,Tunis,NDB,TN
KR,El aAtaya,NDB,TN
MON,Monastir,VOR-DME,TN
SFX,Sfax,VOR,TN
TBK,Tabarka,VOR-DME,TN
TK,Tabarka 7 Novembre,NDB,TN
TON,Tozeur,VOR-DME,TN
TS,Tunis,NDB,TN
TUC,Tunis,VOR-DME,TN
ZN,Nefta,NDB,TN
FM,Fua Amotu,NDB,TO
HA,Haapai,NDB,TO
TBU,Fua Amotu,VOR-DME,TO
TV,Vavau,NDB,TO
ADA,Adana,VOR-DME,TR
ADA,Adana,NDB,TR
AKC,Trabzon,NDB,TR
AKI,Akhisar,TACAN,TR
ANK,Ankara,NDB-DME,TR
ANT,Antalya,DME,TR
ARF,Topel,TACAN,TR
ARF,Topel,NDB,TR
ARI,Agri,VOR-DME,TR
AYT,Antalya,TACAN,TR
AYT,Antalya,VOR-DME,TR
BAG,Baglum,VOR-DME,TR
BAT,Batman,TACAN,TR
BAT,Batman,VOR-DME,TR
BDM,Bandirma,TACAN,TR
BDR,Milas Bodrum,VOR-DME,TR
BEY,Beypazari,NDB,TR
BIG,Biga,VOR-DME,TR
BKZ,Beykoz,VOR-DME,TR
BRI,Balikesir,TACAN,TR
BRY,Yenisehir,VOR-DME,TR
BUK,Cubuk,VOR-DME,TR
CAY,Caycuma,NDB-DME,TR
CEK,Cekmece,NDB,TR
CIG,Cigli,TACAN,TR
CIG,Cigli,NDB,TR
CLU,Corlu,TACAN,TR
CNK,Canakkale,VOR-DME,TR
CRD,Cardak,TACAN,TR
CRD,Cardak,VOR-DME,TR
CRL,Corlu,VOR-DME,TR
CRM,Carsamba,VOR-DME,TR
DAL,Dalaman,TACAN,TR
DAL,Dalaman,VOR-DME,TR
DAN,Incirlik,TACAN,TR
DIY,Diyarbakir,TACAN,TR
DYB,Diyarbakir,VOR-DME,TR
EDR,Edremit,VOR-DME,TR
EKI,Tekirdag,VOR-DME,TR
ER,Erzurum,NDB,TR
ERD,Erdemir,NDB,TR
ERH,Malatya,VOR,TR
ERH,Erhac,TACAN,TR
ERH,Erhac,NDB,TR
ERN,Erzincan,VOR-DME,TR
ERZ,Erzurum,TACAN,TR
ERZ,Erzurum,VOR-DME,TR
ESK,Eskisehir,TACAN,TR
ESR,Eskisehir,VOR-DME,TR
ETI,Etimesgut,TACAN,TR
EZS,Elazig,VOR-DME,TR
EZS,Elazig,NDB,TR
GAZ,Gaziantep,VOR-DME,TR
GAZ,Oguzeli,NDB,TR
GBI,Golbasi,NDB,TR
GEM,Gemerek,VOR-DME,TR
GEY,Antalya,NDB,TR
GML,Kiyikislacik,VOR-DME,TR
HAY,Haymana,NDB-DME,TR
IMR,Izmir,VOR-DME,TR
INB,Inebolu,VOR-DME,TR
IPT,Isparta,VOR-DME,TR
IS,Istanbul,NDB,TR
ISK,Iskenderun,NDB,TR
IST,Istanbul,VORTAC,TR
KAD,Kadifekale,NDB,TR
KAR,Kars,VOR-DME,TR
KFK,Afyon,TACAN,TR
KFK,Afyon,VOR-DME,TR
KHD,Adiyaman,VOR-DME,TR
KHM,Kahramanmaras,VOR-DME,TR
KLC,Kaklic,TACAN,TR
KNY,Konya,VOR-DME,TR
KON,Konya,TACAN,TR
KSR,Kayseri,TACAN,TR
KSR,Kayseri,VOR-DME,TR
KUT,Kutahya,TACAN,TR
ME,Menderes,NDB,TR
MEN,Menderes,TACAN,TR
MNI,Merzifon,TACAN,TR
MRD,Mardin,VOR-DME,TR
MUS,Mus,VOR-DME,TR
MUT,Mut,VOR-DME,TR
SBH,Sabiha Gokcen,VOR-DME,TR
SEL,Efes,NDB,TR
SIN,Sinop,VOR-DME,TR
SIV,Sivas,VOR-DME,TR
SRT,Siirt,VOR-DME,TR
SRT,Siirt,NDB,TR
ST,Ataturk,NDB,TR
SYT,Sivrihisar,TACAN,TR
TBN,Trabzon,VOR-DME,TR
TKT,Tokat,NDB-DME,TR
TZK,Tuzkoy,VOR-DME,TR
URF,Sanliurfa,VOR-DME,TR
USK,Usak,NDB-DME,TR
VAN,Van,VOR-DME,TR
YAA,Yalova,VOR-DME,TR
YAA,Yalova,NDB,TR
YEN,Yenisehir,TACAN,TR
YT,Antalya,NDB,TR
ZIR,Akinci,TACAN,TR
BGH,Bgh,NDB,TT
POS,Piarco,VOR-DME,TT
TAB,Crown Point,NDB,TT
TRI,Piarco,NDB,TT
FU,Funafuti,NDB-DME,TV
APU,Anpu,VOR-DME,TW
BM,Magong,NDB,TW
BS,Kinmen,NDB-DME,TW
CCK,Ching Chuan Kang,TACAN,TW
CHI,Chiayi,TACAN,TW
GID,Lyudao,VORTAC,TW
HC,Taipei/Sungshan,DME,TW
HCN,Hengchun,VORTAC,TW
HLG,Houlung,VORTAC,TW
HLN,Hualien,TACAN,TW
HLN,Hualien,VOR-DME,TW
HSU,Hsinchu,TACAN,TW
HW,Hualien,NDB,TW
KS,Ks,NDB,TW
KT,Hengchun,NDB,TW
KTG,Hengchun,DME,TW
KU,Chiayi,NDB,TW
KW,Hengchun,NDB,TW
LK,Lk,NDB,TW
LKU,Sungshan,TACAN,TW
LU,Lu,NDB,TW
LY,Lanyu,NDB,TW
MKG,Magong,TACAN,TW
MKG,Magong,VOR-DME,TW
MR,Kueijen,NDB,TW
MS,Ilan,NDB,TW
MSNN,Msnn,DME,TW
NK,Nangan,NDB,TW
NKN,Nangan,DME,TW
NN,Shikang,NDB,TW
O,O,NDB,TW
PIT,Pingtung South,TACAN,TW
PK,Beigan,NDB,TW
PKN,Beigan,DME,TW
RA,Lungtang,NDB,TW
SG,Sg,NDB,TW
SK,Sk,NDB,TW
SN,Sn,NDB,TW
SW,Sw,NDB,TW
TC,Taichung,NDB,TW
TCK,Taichung,DME,TW
TIA,Chiang Kai Shek,VOR-DME,TW
TNN,Shikang,VORTAC,TW
TWS,Tainan,TACAN,TW
TYN,Taoyuan,TACAN,TW
WK,Hsinshie,NDB,TW
YU,Hualien,NDB,TW
ZN,Taitung,NDB,TW
AR,Arusha,NDB,TZ
BK,Bukoba,NDB,TZ
DM,Dar Es Salaam,NDB,TZ
DO,Dodoma,NDB,TZ
DR,Dar Es Salaam,NDB,TZ
DS,Dar Es Salaam,NDB,TZ
DV,Dar Es Salaam,VOR-DME,TZ
IR,Iringa,NDB,TZ
KB,Kilimanjaro,NDB,TZ
KG,Kigoma,NDB,TZ
KL,Kilimanjaro,NDB,TZ
KO,Kilimanjaro,NDB,TZ
KV,Kilimanjaro,VOR-DME,TZ
MB,Mbeya,NDB,TZ
MF,Mafia,NDB,TZ
MT,Mtwara,NDB,TZ
MU,Musoma,NDB,TZ
MZ,Mwanza,VOR,TZ
PA,Pemba,NDB,TZ
SG,Songea,NDB,TZ
TB,Tabora,NDB,TZ
TG,Tanga,NDB,TZ
ZZ,Zanzibar,NDB,TZ
A,Kharkiv,NDB,UA
A,Zaporizhzhia,NDB,UA
AL,Alushta,NDB,UA
AU,Auly,NDB,UA
B,Boryspil,NDB,UA
BB,Bibrka,NDB,UA
BI,Boryspil,NDB,UA
BO,Bohdanivka,NDB,UA
BRP,Boryspil,VOR-DME,UA
C,Antonov,NDB,UA
C,Cherkasy,NDB,UA
CC,Cherkasy,NDB,UA
CH,Cherniakhiv,NDB,UA
CK,Cherkasy,NDB,UA
CN,Chernivtsi,NDB,UA
CR,Chernivtsi,NDB,UA
CY,Chervonyi,NDB,UA
D,Odesa,NDB,UA
DK,Dokuchaievs K,NDB,UA
DM,Dmytrivka,NDB,UA
DN,Donetsk,NDB,UA
DNP,Dnipropetrovsk,VOR-DME,UA
DO,Dobrushyn,NDB,UA
DO,Donetsk,NDB,UA
DON,Donetsk,VOR-DME,UA
DP,Dnipropetrovsk,NDB,UA
DR,Dnipropetrovsk,NDB,UA
DW,Davydo-Mykilske,NDB,UA
E,Boryspil,NDB,UA
E,Odesa,NDB,UA
F,Ivano-Frankovsk,NDB,UA
F,Simferopol,NDB,UA
G,Kryvyi Rih,NDB,UA
G,Luhansk,NDB,UA
GE,Helmiaziv,NDB,UA
GO,Antonov,NDB,UA
GR,Krasnohrad,NDB,UA
HA,Kharkiv,NDB,UA
I,Boryspil,NDB,UA
I,Zhuliany,NDB,UA
I,Mykolaiv,NDB,UA
IF,Ivano-Frankovsk,NDB,UA
IV,Ivano-Frankovsk,NDB,UA
IVF,Ivano Frankivsk,VOR-DME,UA
JA,Yahotyn,NDB,UA
JL,Yalta,NDB,UA
K,Cherkasy,NDB,UA
K,Mykolaiv,NDB,UA
KB,Boryspil,NDB,UA
KE,Boryspil,NDB,UA
KER,Kerch,DME,UA
KH,Kakhovka,NDB,UA
KHR,Kharkiv,VOR-DME,UA
KI,Zhulyany,NDB,UA
KO,Koshany,NDB,UA
KP,Kamenets,NDB,UA
KR,Krabor,NDB,UA
KV,Zhulyany,NDB,UA
KVR,Kryvyi Rih,DME,UA
KW,Koviahy,NDB,UA
LB,Liubymivka,NDB,UA
LC,Antonov,NDB,UA
LE,Lesnik,NDB,UA
LG,Luhansk,NDB,UA
LI,Lykhacheve,NDB,UA
LIV,Lviv,VOR-DME,UA
LO,Lviv,NDB,UA
LS,Krasnyi Luch,NDB,UA
LU,Luhansk,NDB,UA
LV,Lviv,NDB,UA
MO,Mohyliv Podilskyi,NDB,UA
MRP,Mariupol,DME,UA
N,Chernivtsi,NDB,UA
N,Donetsk,NDB,UA
N,Simferopol,NDB,UA
NI,Mykolaiv,NDB,UA
NK,Mykolaiv,NDB,UA
NL,Nikola,NDB,UA
NM,Nemyriv,NDB,UA
NO,Boryspil,NDB,UA
O,Antonov,NDB,UA
O,Kryvyi Rih,NDB,UA
O,Donetsk,NDB,UA
O,Boryspil,NDB,UA
O,Lviv,NDB,UA
ODS,Odesa,VOR-DME,UA
OE,Odesa,NDB,UA
P,Zaporizhzhia,NDB,UA
P,Dnipropetrovsk,NDB,UA
PA,Parutyne,NDB,UA
PI,Pii,NDB,UA
PW,Pavlivka,NDB,UA
R,Chernivtsi,NDB,UA
R,Kharkiv,NDB,UA
R,Dnipropetrovsk,NDB,UA
RD,Rivne,NDB,UA
RG,Kryvyi Rih,NDB,UA
RO,Kryvyi Rih,NDB,UA
RS,Rashivka,NDB,UA
RW,Rivne,NDB,UA
SF,Simferopol,NDB,UA
SH,Shyriaieve,NDB,UA
SLV,Soloviivka,VOR-DME,UA
SM,Semenivka,NDB,UA
SMF,Simferopol,VOR-DME,UA
SN,Simferopol,NDB,UA
SR,Serednie,NDB,UA
SV,Stebliv,NDB,UA
SW,Shepetivka,NDB,UA
TM,Tomakivka,NDB,UA
TP,Topchyne,NDB,UA
TR,Trypillia,NDB,UA
U,Luhansk,NDB,UA
V,Ivano-Frankovsk,NDB,UA
V,Lviv,NDB,UA
VI,Verhnie,NDB,UA
VIN,Vinnytsia,DME,UA
W,Rivne,NDB,UA
WM,Volodymyrets,NDB,UA
ZA,Zaporizhzhia,NDB,UA
ZK,Zhuliany,NDB,UA
ZL,Zolochiv,NDB,UA
ZP,Zaporizhzhia,NDB,UA
EM,Entebbe,NDB,UG
KA,Kasese,NDB,UG
KS,Kisoro,NDB,UG
NN,Entebbe,VOR-DME,UG
PB,Port Bell,NDB,UG
SO,Soroti,NDB,UG
SV,Soroti,DME,UG
AWK,Wake Island,VORTAC,UM
MDY,Midway,NDB,UM
AR,Carrasco,NDB,UY
ASI,Adami,NDB,UY
AT,Artigas,NDB,UY
BD,Durazno,NDB,UY
CA,Carrasco,NDB,UY
CAR,Carrasco,NDB,UY
COL,Colonia,NDB,UY
CRR,Carrasco,VOR-DME,UY
DO,Durazno,NDB,UY
DUR,Durazno,VOR-DME,UY
LDS,Curbelo,VOR-DME,UY
MLO,Melo,VOR,UY
MP,Durazno,NDB,UY
PN,Paysandu,NDB,UY
RV,Rivera,NDB,UY
RVA,Rivera,NDB,UY
STO,Salto,VOR,UY
TMB,Tacuarembo,VOR,UY
AD,Andizhan,NDB,UZ
AN,Andizhan,NDB,UZ
BR,Bukhara,NDB,UZ
CV,Syrdarya,NDB,UZ
DS,Urgut,NDB,UZ
DY,Nagornaya,NDB,UZ
F,Yuzhny,NDB,UZ
FC,Dalverzin,NDB,UZ
FD,Tashkent,NDB,UZ
GR,Guzar,NDB,UZ
GZ,Kakaydy,NDB,UZ
HA,Sherabad,NDB,UZ
HK,Nurata,NDB,UZ
KA,Dzhizak,NDB,UZ
M,Samarkand,NDB,UZ
MZ,Samarkand,NDB,UZ
N,Termez,NDB,UZ
NG,Tashkent,NDB,UZ
NO,Termez,NDB,UZ
NU,Urgench,NDB,UZ
PD,Bulungur,NDB,UZ
RG,Urgench,NDB,UZ
SA,Namangan,NDB,UZ
SO,Muynak,NDB,UZ
SR,Sergeli,NDB,UZ
ST,Tamdybulak,NDB,UZ
SW,Karakhtay,NDB,UZ
TD,Kakaydy,NDB,UZ
TKT,Tashkent,VOR-DME,UZ
TMD,Tamdybulak,VOR-DME,UZ
TRZ,Termez,VOR-DME,UZ
U,Bukhara,NDB,UZ
UA,Toytepa,NDB,UZ
UH,Bukhara,NDB,UZ
UP,Kokand,NDB,UZ
URG,Urgench,VOR-DME,UZ
UTV,Karshi,TACAN,UZ
YU,Kasan,NDB,UZ
Z,Yuzhny,NDB,UZ
ZU,Fergana,NDB,UZ
ZW,Tashkent,NDB,UZ
CAI,Canouan,NDB,VC
SV,E T Joshua,NDB-DME,VC
ADA,Aguada Grande,NDB,VE
AGV,Acarigua,VOR-DME,VE
BAL,El Libertador,VORTAC,VE
BCO,Bachaquero,NDB,VE
BNA,Barcelona,VORTAC,VE
BNS,Barinas,VOR-DME,VE
BRM,Barquisimeto,VOR-DME,VE
CBC,Cabo Codera,VOR-DME,VE
CBL,Ciudad Bolivar,VOR-DME,VE
CDO,Caicara Del Orinoco,VOR-DME,VE
CMA,Canaima,VOR-DME,VE
COR,Carora,VOR-DME,VE
CRO,Coro,VOR-DME,VE
CTN,El Canton,VOR-DME,VE
CUM,Cumana,VOR-DME,VE
CUP,Carupano,NDB,VE
CZO,Calabozo,VOR-DME,VE
ELO,El Dorado,NDB,VE
EPL,El Pinal,NDB,VE
EVG,El Vigia,NDB,VE
EZA,Elorza,NDB,VE
GNA,Guayana,VORTAC,VE
GRE,Guanare,NDB,VE
GRI,Tocomita,NDB,VE
GTO,Guasdualito,NDB,VE
GUI,Guiria,NDB,VE
HOT,Higuerote,NDB,VE
ICA,Icabaru,NDB,VE
KAV,Kavanayen,NDB,VE
KEM,Uonquen,NDB,VE
LDP,La Divina Pastora,VOR-DME,VE
LEA,Luepa,NDB,VE
LFA,La Fria,VOR-DME,VE
LRS,Gran Roque,VOR-DME,VE
MAR,Maracaibo,VORTAC,VE
MAU,Mene Mauroa,VOR-DME,VE
MIQ,Maiquetia,VOR-DME,VE
MOI,Morichal,NDB,VE
MT,Giles,NDB,VE
MTA,Margarita,VOR-DME,VE
MUN,Maturin,VOR-DME,VE
NOL,No Leon,VOR-DME,VE
OMO,Ocamo,NDB,VE
PAY,Puerto Ayacucho,VOR,VE
PBL,Puerto Cabello,VOR-DME,VE
PIJ,Los Pijiguaos,NDB,VE
PRG,Paraguana,VOR-DME,VE
PRM,Paramillo,NDB,VE
SBB,Santa Barbara De Barinas,NDB,VE
SFD,San Fernando De Apure,VOR-DME,VE
SJM,San Juan De Manapiare,NDB,VE
SOM,San Tome,VOR-DME,VE
SPE,San Felipe,NDB,VE
SRN,San Carlos De Rio Negro,NDB,VE
SSB,San Sebastian,NDB,VE
STB,Santa Barbara Del Zulia,VOR-DME,VE
STD,Santo Domingo,TACAN,VE
TMO,Tumeremo,VOR-DME,VE
TUC,Tucupita,NDB,VE
TUY,Charallave,VOR-DME,VE
URC,Urica,NDB,VE
URM,Uriman,NDB,VE
VAL,Valencia,VOR-DME,VE
VPA,Valle De La Pascua,VOR-DME,VE
VRA,Valera,VOR-DME,VE
VRA,Valera,NDB,VE
VSJ,Punta San Juan,VOR-DME,VE
YAR,Yaritagua,NDB,VE
BFI,Beef Island,NDB,VG
COY,St Croix,VOR-DME,VI
STT,St Thomas,VOR-DME,VI
SX,Peste,NDB,VI
AC,Anloc,NDB,VN
AM,Gialam,NDB,VN
BK,Catbi,NDB,VN
BMT,Buon Ma Thuot,VOR-DME,VN
BQ,Nasan,NDB,VN
BU,Buon Ma Thuot,NDB,VN
CAB,Catbi,VOR-DME,VN
CL,Camly,NDB,VN
CQ,Chu Lai,NDB,VN
CRA,Cam Ranh,VOR-DME,VN
CS,Conson,NDB,VN
CT,Can Tho,NDB,VN
D,Danang,NDB,VN
DAN,Danang,VOR-DME,VN
DIB,Dien Bien,VOR-DME,VN
DJ,Danang,NDB,VN
DL,Dalat,NDB,VN
GN,Tansonnhat,NDB,VN
GV,Tansonnhat,NDB,VN
HL,Nam Dinh,NDB,VN
HUE,Phubai,VOR-DME,VN
K,Noibai,NDB,VN
KW,Noibai,NDB,VN
MC,Mocchau,NDB,VN
NAH,Namha,VOR-DME,VN
NG,Nhatrang,NDB,VN
NOB,Noibai,VOR-DME,VN
PB,Phubai,NDB,VN
PC,Phucat,NDB,VN
PCA,Phucat,VOR-DME,VN
PHT,Phanthiet,VOR-DME,VN
PK,Pleiku,NDB,VN
PQ,Phuquoc,NDB,VN
QL,Camau,NDB,VN
RG,Rachgia,NDB,VN
SG,Tansonnhat,NDB,VN
TD,Tansonnhat,NDB,VN
TH,Tuyhoa,NDB,VN
TSN,Tansonnhat,VOR-DME,VN
VIN,Vinh,VOR-DME,VN
VTV,Vungtau,VOR,VN
XVL,Vungtau,NDB,VN
XW,Vinh,NDB,VN
BA,Bauerfield,NDB,VU
LN,Lo-Linua,NDB,VU
SON,Santo,NDB-DME,VU
VLI,Bauerfield,VOR-DME,VU
WG,White Grass,NDB,VU
FN,Futuna,NDB,WF
HOI,Wallis,VOR-DME,WF
FA,Faleolo,VOR-DME,WS
AD,Aden,NDB,YE
GDA,Al Ghaidah,NDB,YE
HDH,Hodeidah,VOR-DME,YE
KRA,Aden,VOR-DME,YE
MRB,Marib,NDB,YE
RIN,Riyan,VOR-DME,YE
SA,Sanaa,NDB,YE
SAA,Sanaa,VOR-DME,YE
SAH,Sanaa,NDB,YE
SCT,Socotra,NDB,YE
SYE,Saadah,NDB,YE
SYN,Sayun,NDB,YE
TAZ,Taiz,VOR-DME,YE
DZP,Dzaoudzi Pamandzi,VOR-DME,YT
FJO,Dzaoudzi Pamandzi,NDB,YT
AB,Alexander Bay,NDB,ZA
ABV,Alexander Bay,VOR-DME,ZA
AGV,Aggeneys,VOR-DME,ZA
BDV,Burgersdorp,VOR,ZA
BH,Badshoogte,NDB,ZA
BL,Bloemfontein,NDB,ZA
BLV,Bloemfontein,VORTAC,ZA
BM,Bethlehem,NDB,ZA
BTF,New Tempe,NDB,ZA
CB,Cape Town,NDB,ZA
CH,Cookhouse,NDB,ZA
CL,Carolina,NDB,ZA
CTV,Cape Town,VORTAC,ZA
CW,Clanwilliam,NDB,ZA
DH,Durnacol,NDB,ZA
DN,Durban,NDB,ZA
DNV,Durban,VORTAC,ZA
DU,Durban,NDB,ZA
ELV,East London,VORTAC,ZA
ER,Ellisras,NDB,ZA
ERV,Ellisras,VOR-DME,ZA
ES,Eshowe,NDB,ZA
FB,Ficksburg,NDB,ZA
GAV,Grasmere,VOR,ZA
GC,Grand Central,NDB,ZA
GE,Greyton,NDB,ZA
GG,George,NDB,ZA
GGV,George,VOR-DME,ZA
GI,Giyani,NDB,ZA
GT,Greytown,NDB,ZA
GWN,Greytown,NDB,ZA
GWV,Greefswald,VOR,ZA
GYV,Greytown,VOR,ZA
HA,Hoedspruit,NDB,ZA
HBV,Hartebeespoortdam,VOR,ZA
HE,Hendrina,NDB,ZA
HGV,Heidelberg,VOR,ZA
HL,Hluhluwe,NDB,ZA
HS,Harrismith,NDB,ZA
HSV,Hoedspruit,VORTAC,ZA
HZ,Hotazel,NDB,ZA
JB,Johannesburg,NDB,ZA
JF,Jagersfontein,NDB,ZA
JP,Gravelotte,NDB,ZA
JSV,Johannesburg,VOR-DME,ZA
KD,Klerksdorp,NDB,ZA
KK,Kapteinskop,NDB,ZA
KM,Kimberley,NDB,ZA
KS,Kroonstad,NDB,ZA
KUR,Kuruman,NDB,ZA
KYV,Kimberley,VOR-DME,ZA
KZ,Kleinsee,NDB,ZA
LA,Lanseria,NDB,ZA
LIV,Lanseria,VOR-DME,ZA
LO,Louis Trichardt,NDB,ZA
LS,Makhado,NDB,ZA
LTV,Makhado,VORTAC,ZA
LU,Makhado,NDB,ZA
LWV,Langebaanweg,VORTAC,ZA
LY,Ladysmith,NDB,ZA
LYV,Ladysmith,VOR,ZA
MAJ,Majuba,NDB,ZA
MC,Roodeplaat,NDB,ZA
MEV,Bronkhorstspruit,VORTAC,ZA
MH,Mafikeng,NDB,ZA
MMV,Mafikeng,VOR-DME,ZA
MP,Mariepskop,NDB,ZA
NC,Newcastle,NDB,ZA
NMT,Meyerton,NDB,ZA
NSV,Nelspruit,VOR-DME,ZA
NVV,Nieuwoudtville,VOR,ZA
NY,Nylstroom,NDB,ZA
OB,Overberg,NDB,ZA
OBI,Pietermaritzburg,NDB,ZA
OBV,Overberg,VORTAC,ZA
OH,Oudtshoorn,NDB,ZA
ORI,Pietermaritzburg,NDB,ZA
PA,Port Alfred,NDB,ZA
PB,Polokwane,NDB,ZA
PEV,Port Elizabeth,VOR-DME,ZA
PGL,Pongola,NDB,ZA
PHV,Phalaborwa,VOR,ZA
PI,Pietersburg,NDB,ZA
PJ,Port St Johns,NDB,ZA
PK,Kruger Mpumalanga,NDB,ZA
PLB,Pilanesberg,NDB,ZA
PLG,Pilanesberg,NDB,ZA
PMV,Pietermaritzburg,VOR-DME,ZA
PNV,Pilanesberg,VOR-DME,ZA
PPV,Polokwane,VOR-DME,ZA
PRF,Piet Retief,NDB,ZA
PSV,Potchefstroom,VOR-DME,ZA
PU,Pietermaritzburg,NDB,ZA
PW,Phalaborwa,NDB,ZA
PY,Plettenberg Bay,NDB,ZA
PZ,Pietermaritzburg,NDB,ZA
RA,Rand,NDB,ZA
RAV,Rand,VOR-DME,ZA
RBV,Richards Bay,VOR-DME,ZA
RD,Rand,NDB,ZA
RDW,Rand,NDB,ZA
RG,Rustenburg,NDB,ZA
RI,Richards Bay,NDB,ZA
RIV,Robben Island,VOR-DME,ZA
SC,Secunda,NDB,ZA
SI,Lusikisi,NDB,ZA
SLV,Sutherland,VOR,ZA
SMH,Ulundi,NDB,ZA
SS,Sishen,NDB,ZA
STV,Standerton,VOR,ZA
SU,Secunda,NDB,ZA
SVV,Somersveld,VOR,ZA
SWV,Swellendam,VOR,ZA
SZ,Skukuza,NDB,ZA
TB,Thabazimbi,NDB,ZA
THO,Thohoyandou,NDB,ZA
TOY,Thohoyandou,NDB,ZA
TSH,Tshikondeni,NDB,ZA
TSO,Malelane,NDB,ZA
TU,Tutuka,NDB,ZA
TZ,Tzaneen,NDB,ZA
UA,Mthatha,NDB,ZA
UCV,Ulco,VOR,ZA
UD,Ulundi,NDB,ZA
UL,Ulundi,NDB,ZA
UL,Ulundi,DME,ZA
UN,Upington,NDB,ZA
UPV,Upington,VOR-DME,ZA
UR,Margate,NDB,ZA
UT,Mthatha,NDB,ZA
VB,Vryburg,NDB,ZA
VHD,Vryheid,NDB,ZA
VHL,Vryheid,NDB,ZA
VM,Venetia,NDB,ZA
VV,Vereeniging,NDB,ZA
VWV,Victoria West,VOR,ZA
WB,Wonderboom,NDB,ZA
WC,Worcester,NDB,ZA
WDV,Warden,VOR,ZA
WIV,Witbank,VOR,ZA
WK,Waterkloof,NDB,ZA
WKP,Wolfkop,NDB,ZA
WKV,Waterkloof,VORTAC,ZA
WL,Waterkloof,NDB,ZA
WMV,Welkom,VOR-DME,ZA
WR,Wonderboom,NDB,ZA
WY,Wolseley,NDB,ZA
CP,Chipata,NDB,ZM
KE,Kasompe,NDB,ZM
KM,Kapiri Mposhi,NDB,ZM
KO,Kaoma,NDB,ZM
KS,Kasama,NDB,ZM
KT,Southdowns,NDB,ZM
LE,Lusaka,NDB,ZM
LN,Lusaka,NDB,ZM
LW,Lusaka,NDB,ZM
LZ,Livingstone,NDB,ZM
MA,Mansa,NDB,ZM
MG,Mongu,NDB,ZM
NW,Ndola,NDB,ZM
SW,Solwezi,NDB,ZM
VLI,Livingstone,VOR,ZM
VLS,Lusaka,VOR-DME,ZM
VMF,Mfuwe,VOR-DME,ZM
VND,Ndola,VOR-DME,ZM
ZB,Zambezi,NDB,ZM
BI,Buffalo Range,NDB,ZW
BZ,Harare,NDB,ZW
CP,Charles Prince,NDB,ZW
CZ,Buffalo Range,NDB,ZW
DW,Kariba,NDB,ZW
FA,Victoria Falls,NDB,ZW
GR,Mutare Grand Reef,NDB,ZW
IL,J M Nkomo,NDB,ZW
KB,Kariba,NDB,ZW
KU,Makumbi,NDB,ZW
MS,Masvingo,NDB,ZW
MT,Matetsi,NDB,ZW
MU,Mutare,NDB,ZW
NZ,Norton,NDB,ZW
OL,Harare,NDB,ZW
PO,Hwange National Park,NDB,ZW
RC,Kwekwe,NDB,ZW
SI,Harare,NDB,ZW
SL,Solera,NDB,ZW
SZ,J M Nkomo,NDB,ZW
TI,Gweru Thornhill,NDB,ZW
TO,Gweru Thornhill,NDB,ZW
VBU,J M Nkomo,VOR-DME,ZW
VF,Victoria Falls,NDB,ZW
VGO,Gokwe,VOR-DME,ZW
VI,Masvingo,NDB,ZW
VMV,Masvingo,VOR-DME,ZW
VSB,Harare,VOR-DME,ZW
VTL,Gweru Thornhill,VOR-DME,ZW
VWN,Hwange,VOR-DME,ZW
WN,Hwange National Park,NDB,ZW
WO,J M Nkomo,NDB,ZW
YT,J M Nkomo,NDB,ZW
EMO,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,NDB,EU
ISI,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,NDB,EU
KPC,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,NDB,EU
